Unit price,Quantity,Total,gross income,Rating,Year,Month,Day,IsWeekend,Hour,Average_price_Item,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer_type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,PartOfTheDay_Afternoon,PartOfTheDay_Evening,PartOfTheDay_Night
25.51,4,107.142,5.102,6.8,2021.0,9.0,3.0,0,17,26.7855,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46.95,5,246.4875,11.7375,7.1,2021.0,12.0,2.0,0,10,49.2975,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
43.19,10,453.495,21.595,8.2,2021.0,7.0,2.0,0,16,45.3495,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
71.38,10,749.49,35.69,5.7,,,,0,19,74.949,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
93.72,6,590.436,28.116,4.5,,,,0,16,98.406,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
68.93,7,506.6355,24.1255,4.6,2021.0,11.0,3.0,0,11,72.3765,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
72.61,6,457.443,21.783,6.9,2021.0,1.0,1.0,0,10,76.2405,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
54.67,3,172.2105,8.2005,8.6,,,,0,18,57.4035,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
40.3,2,84.63,4.03,4.4,2021.0,11.0,3.0,0,15,42.315,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
86.04,5,451.71,21.51,4.8,,,,0,11,90.342,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
87.98,3,277.137,13.197,5.1,2021.0,5.0,3.0,0,10,92.379,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
33.2,2,69.72,3.32,4.4,,,,0,12,34.86,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
34.56,5,181.44,8.64,9.9,,,,0,11,36.288,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
88.63,3,279.1845,13.2945,6.0,2021.0,2.0,3.0,0,17,93.06150000000001,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
52.59,8,441.756,21.036,8.5,,,,0,19,55.2195,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
33.52,1,35.196,1.676,6.7,2021.0,8.0,2.0,0,15,35.196,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
87.67,2,184.107,8.767,7.7,2021.0,10.0,3.0,1,12,92.0535,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
88.36,5,463.89,22.09,9.6,,,,0,19,92.77799999999999,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24.89,9,235.2105,11.2005,7.4,,,,0,15,26.1345,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
94.13,5,494.1825,23.5325,4.8,,,,0,19,98.8365,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
78.07,9,737.7615,35.1315,4.5,,,,0,12,81.9735,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
83.78,8,703.752,33.512,5.1,2021.0,10.0,1.0,0,14,87.969,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
96.58,2,202.818,9.658,5.1,,,,0,10,101.409,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
99.42,4,417.564,19.884,7.5,2021.0,6.0,2.0,0,10,104.391,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
68.12,1,71.526,3.406,6.8,2021.0,7.0,1.0,0,12,71.526,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
62.62,5,328.755,15.655,7.0,2021.0,10.0,3.0,1,19,65.751,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
60.88,9,575.316,27.396,4.7,,,,0,17,63.92400000000001,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
54.92,8,461.328,21.968,7.6,,,,0,13,57.666,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
30.12,8,253.008,12.048,7.7,2021.0,3.0,3.0,0,13,31.626,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
86.72,1,91.056,4.336,7.9,,,,0,18,91.056,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
56.11,2,117.831,5.611,6.3,2021.0,2.0,2.0,0,10,58.9155,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
69.12,6,435.456,20.736,5.6,2021.0,8.0,2.0,0,13,72.57600000000001,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
98.7,8,829.08,39.48,7.6,2021.0,4.0,3.0,1,20,103.635,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
15.37,2,32.277,1.537,7.2,,,,0,19,16.1385,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
93.96,4,394.632,18.792,9.5,2021.0,9.0,3.0,0,18,98.658,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56.69,9,535.7205,25.5105,8.4,,,,0,17,59.5245,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
20.01,9,189.0945,9.0045,4.1,2021.0,6.0,2.0,0,15,21.0105,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
18.93,6,119.259,5.679,8.1,2021.0,10.0,2.0,1,12,19.8765,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
82.63,10,867.615,41.315,7.9,,,,0,17,86.7615,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
91.4,7,671.79,31.99,9.5,2021.0,3.0,2.0,0,10,95.97,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
44.59,5,234.0975,11.1475,8.5,2021.0,10.0,2.0,1,15,46.8195,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
17.87,4,75.054,3.574,6.5,,,,0,14,18.7635,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
15.43,1,16.2015,0.7715,6.1,,,,0,15,16.2015,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
16.16,2,33.936,1.616,6.5,2021.0,7.0,3.0,1,11,16.968,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
85.98,8,722.232,34.392,8.2,,,,0,19,90.279,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
44.34,2,93.114,4.434,5.8,,,,0,11,46.557,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
89.6,8,752.64,35.84,6.6,2021.0,7.0,2.0,0,11,94.08,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
72.35,10,759.675,36.175,5.4,,,,0,15,75.9675,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30.61,6,192.843,9.183,9.3,2021.0,12.0,3.0,0,20,32.140499999999996,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24.74,3,77.931,3.711,10.0,,,,0,17,25.977,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
55.73,6,351.099,16.719,7.0,,,,0,10,58.5165,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
55.07,9,520.4115,24.7815,10.0,2021.0,3.0,2.0,0,13,57.8235,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
15.81,10,166.005,7.905,8.6,2021.0,6.0,3.0,0,12,16.6005,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
75.74,4,318.108,15.148,7.6,,,,0,14,79.527,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.87,10,166.635,7.935,5.8,,,,0,16,16.6635,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
33.47,2,70.287,3.347,6.7,2021.0,10.0,2.0,1,15,35.1435,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
97.61,6,614.943,29.283,9.9,2021.0,7.0,1.0,0,15,102.4905,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
78.77,10,827.085,39.385,6.4,,,,0,10,82.7085,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18.33,1,19.2465,0.9165,4.3,2021.0,2.0,2.0,0,18,19.2465,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
89.48,10,939.54,44.74,9.6,2021.0,6.0,1.0,0,12,93.954,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
62.12,10,652.26,31.06,5.9,2021.0,11.0,2.0,0,16,65.226,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
48.52,3,152.838,7.278,4.0,2021.0,5.0,3.0,0,18,50.946,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
75.91,6,478.233,22.773,8.7,2021.0,9.0,3.0,0,18,79.7055,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
74.67,9,705.6315,33.6015,9.4,,,,0,10,78.4035,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
41.65,10,437.325,20.825,5.4,,,,0,17,43.7325,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
49.04,9,463.428,22.068,8.6,2021.0,9.0,1.0,0,14,51.492,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
20.01,9,189.0945,9.0045,5.7,2021.0,12.0,1.0,0,15,21.0105,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
78.31,10,822.255,39.155,6.6,2021.0,5.0,3.0,0,16,82.2255,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
20.38,5,106.995,5.095,6.0,,,,0,18,21.399,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
99.19,6,624.897,29.757,5.5,,,,0,14,104.1495,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
96.68,3,304.542,14.502,6.4,,,,0,19,101.514,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
19.25,8,161.7,7.7,6.6,,,,0,18,20.2125,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
80.36,4,337.512,16.072,8.3,,,,0,18,84.378,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
48.91,5,256.7775,12.2275,6.6,2021.0,9.0,3.0,0,10,51.35549999999999,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
83.06,7,610.491,29.071,4.0,2021.0,5.0,3.0,0,14,87.213,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
76.52,5,401.73,19.13,9.9,,,,0,10,80.346,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.38,7,362.943,17.283,7.3,,,,0,20,51.849,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
42.47,1,44.5935,2.1235,5.7,2021.0,2.0,1.0,0,16,44.5935,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
76.99,6,485.037,23.097,6.1,,,,0,17,80.8395,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
47.38,4,198.996,9.476,7.1,,,,0,10,49.749,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
44.86,10,471.03,22.43,8.2,,,,0,19,47.102999999999994,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
21.98,7,161.553,7.693,5.1,2021.0,10.0,1.0,0,16,23.079,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
64.36,9,608.202,28.962,8.6,2021.0,12.0,3.0,0,12,67.578,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
89.75,1,94.2375,4.4875,6.6,2021.0,6.0,2.0,0,20,94.2375,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
97.16,1,102.018,4.858,7.2,2021.0,8.0,3.0,0,20,102.018,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
87.87,10,922.635,43.935,5.1,,,,0,10,92.2635,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
12.45,6,78.435,3.735,4.1,2021.0,9.0,2.0,0,13,13.0725,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
52.75,3,166.1625,7.9125,9.3,,,,0,10,55.387499999999996,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
82.7,6,521.01,24.81,7.4,2021.0,5.0,3.0,0,18,86.835,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
48.71,1,51.1455,2.4355,4.1,,,,0,19,51.1455,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
78.55,9,742.2975,35.3475,7.2,2021.0,1.0,3.0,1,13,82.4775,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
23.07,9,218.0115,10.3815,4.9,2021.0,1.0,2.0,1,11,24.2235,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
58.26,6,367.038,17.478,9.9,,,,0,16,61.173,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30.35,7,223.0725,10.6225,8.0,,,,0,18,31.8675,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
88.67,10,931.035,44.335,7.3,2021.0,12.0,1.0,0,14,93.1035,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
27.38,6,172.494,8.214,7.9,2021.0,5.0,1.0,1,20,28.749,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
62.13,6,391.419,18.639,7.4,,,,0,20,65.23649999999999,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
33.98,9,321.111,15.291,4.2,,,,0,10,35.679,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81.97,10,860.685,40.985,9.2,2021.0,3.0,3.0,0,14,86.0685,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
16.49,2,34.629,1.649,4.6,2021.0,5.0,2.0,1,11,17.3145,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
98.21,3,309.3615,14.7315,7.8,2021.0,5.0,2.0,1,10,103.12049999999999,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
72.84,7,535.374,25.494,8.4,,,,0,12,76.482,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58.07,9,548.7615,26.1315,4.3,,,,0,20,60.973499999999994,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
80.79,9,763.4655,36.3555,9.5,2021.0,1.0,2.0,1,20,84.8295,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
27.02,3,85.113,4.053,7.1,2021.0,2.0,3.0,0,13,28.371,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
21.94,5,115.185,5.485,5.3,2021.0,5.0,3.0,0,12,23.037,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
51.36,1,53.928,2.568,5.2,,,,0,15,53.928,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
10.96,10,115.08,5.48,6.0,2021.0,2.0,2.0,0,20,11.508,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
53.44,2,112.224,5.344,4.1,,,,0,20,56.112,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
99.56,8,836.304,39.824,5.2,,,,0,17,104.538,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
57.12,7,419.832,19.992,6.5,2021.0,12.0,1.0,0,12,59.976,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
99.96,9,944.622,44.982,4.2,2021.0,9.0,3.0,0,17,104.958,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
63.91,8,536.844,25.564,4.6,,,,0,19,67.1055,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
56.47,8,474.348,22.588,7.3,2021.0,9.0,3.0,0,14,59.2935,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
93.69,7,688.6215,32.7915,4.5,2021.0,10.0,3.0,1,18,98.3745,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
32.25,5,169.3125,8.0625,9.0,,,,0,13,33.8625,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
31.73,9,299.8485,14.2785,5.9,2021.0,8.0,1.0,1,16,33.3165,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
68.54,8,575.736,27.416,8.5,2021.0,8.0,1.0,1,15,71.967,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
90.28,9,853.146,40.626,7.2,2021.0,8.0,2.0,0,11,94.794,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
39.62,7,291.207,13.867,7.5,,,,0,13,41.601,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
92.13,6,580.419,27.639,8.3,2021.0,6.0,3.0,0,20,96.73649999999999,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
34.84,4,146.328,6.968,7.4,2021.0,10.0,2.0,1,18,36.582,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
87.45,6,550.935,26.235,8.8,,,,0,14,91.82249999999999,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
81.3,6,512.19,24.39,5.3,2021.0,8.0,3.0,0,16,85.36500000000001,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
90.22,3,284.193,13.533,6.2,,,,0,19,94.731,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26.31,5,138.1275,6.5775,8.8,,,,0,20,27.6255,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
34.42,6,216.846,10.326,9.8,,,,0,15,36.141,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
51.91,10,545.055,25.955,8.2,,,,0,12,54.5055,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
72.5,8,609.0,29.0,9.2,,,,0,19,76.125,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
89.8,10,942.9,44.9,5.4,,,,0,13,94.28999999999999,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
90.5,10,950.25,45.25,8.1,,,,0,13,95.025,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
68.6,10,720.3,34.3,9.1,2021.0,5.0,2.0,1,19,72.03,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
30.41,1,31.9305,1.5205,8.4,,,,0,10,31.9305,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
77.95,6,491.085,23.385,8.0,,,,0,16,81.8475,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
46.26,6,291.438,13.878,9.5,2021.0,8.0,3.0,0,17,48.573,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
30.14,10,316.47,15.07,9.2,2021.0,10.0,2.0,1,12,31.647000000000002,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
66.14,4,277.788,13.228,5.6,,,,0,12,69.447,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
71.86,8,603.624,28.744,6.2,2021.0,6.0,3.0,0,15,75.453,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
32.46,8,272.664,12.984,4.9,,,,0,13,34.083,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
91.54,4,384.468,18.308,4.8,,,,0,19,96.117,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
34.56,7,254.016,12.096,7.3,2021.0,11.0,3.0,0,16,36.288,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
83.24,9,786.618,37.458,7.4,,,,0,11,87.402,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
16.48,6,103.824,4.944,9.9,2021.0,7.0,2.0,0,18,17.304,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
80.97,8,680.148,32.388,9.3,,,,0,13,85.0185,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
92.29,5,484.5225,23.0725,9.0,,,,0,15,96.9045,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
72.17,1,75.7785,3.6085,6.1,2021.0,4.0,1.0,0,19,75.7785,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
50.28,5,263.97,12.57,9.7,2021.0,7.0,3.0,1,13,52.794000000000004,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
97.22,9,918.729,43.749,6.0,,,,0,14,102.081,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
93.39,6,588.357,28.017,10.0,,,,0,19,98.0595,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
43.18,8,362.712,17.272,8.3,,,,0,19,45.339,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
63.69,1,66.8745,3.1845,6.0,,,,0,16,66.8745,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
45.79,7,336.5565,16.0265,7.0,,,,0,19,48.0795,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
76.4,2,160.44,7.64,6.5,,,,0,19,80.22,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
39.9,10,418.95,19.95,5.9,,,,0,15,41.894999999999996,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
42.57,8,357.588,17.028,5.6,,,,0,14,44.6985,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
95.58,10,1003.59,47.79,4.8,,,,0,13,100.35900000000001,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
98.98,10,1039.29,49.49,8.7,2021.0,8.0,2.0,0,16,103.929,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
51.28,6,323.064,15.384,6.5,,,,0,16,53.844,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
69.52,7,510.972,24.332,8.5,2021.0,1.0,2.0,1,15,72.996,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
