,Unit price,Quantity,Total,gross income,Rating,Target_Total,HighSpender,Year,Month,Day,IsWeekend,Hour,Average_price_Item,Branch_Avg_Sales_x,Branch_Avg_Sales_y,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer_type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,PartOfTheDay_Afternoon,PartOfTheDay_Evening,PartOfTheDay_Night
70,62.12,10,652.26,31.06,5.9,652.26,1,2021.0,11.0,2.0,False,16,65.226,337.0997149390244,337.0997149390244,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
71,48.52,3,152.838,7.278,4.0,152.838,0,2021.0,5.0,3.0,False,18,50.946,319.8725060240964,319.8725060240964,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
72,75.91,6,478.233,22.773,8.7,478.233,0,2021.0,9.0,3.0,False,18,79.7055,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73,74.67,9,705.6315,33.6015,9.4,705.6315,1,,,,False,10,78.4035,311.65604424778763,311.65604424778763,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
74,41.65,10,437.325,20.825,5.4,437.325,0,,,,False,17,43.7325,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
75,49.04,9,463.428,22.068,8.6,463.428,0,2021.0,9.0,1.0,False,14,51.492,337.0997149390244,337.0997149390244,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
76,20.01,9,189.0945,9.0045,5.7,189.0945,0,2021.0,12.0,1.0,False,15,21.0105,311.65604424778763,311.65604424778763,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
77,78.31,10,822.255,39.155,6.6,822.255,1,2021.0,5.0,3.0,False,16,82.2255,337.0997149390244,337.0997149390244,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
78,20.38,5,106.995,5.095,6.0,106.995,0,,,,False,18,21.399,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
79,99.19,6,624.897,29.757,5.5,624.897,1,,,,False,14,104.1495,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
80,96.68,3,304.542,14.502,6.4,304.542,0,,,,False,19,101.514,319.8725060240964,319.8725060240964,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
81,19.25,8,161.7,7.7,6.6,161.7,0,,,,False,18,20.2125,337.0997149390244,337.0997149390244,False,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
82,80.36,4,337.512,16.072,8.3,337.512,0,,,,False,18,84.378,337.0997149390244,337.0997149390244,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
83,48.91,5,256.7775,12.2275,6.6,256.7775,0,2021.0,9.0,3.0,False,10,51.35549999999999,337.0997149390244,337.0997149390244,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
84,83.06,7,610.491,29.071,4.0,610.491,1,2021.0,5.0,3.0,False,14,87.213,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
85,76.52,5,401.73,19.13,9.9,401.73,0,,,,False,10,80.346,337.0997149390244,337.0997149390244,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,49.38,7,362.943,17.283,7.3,362.943,0,,,,False,20,51.849,311.65604424778763,311.65604424778763,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
87,42.47,1,44.5935,2.1235,5.7,44.5935,0,2021.0,2.0,1.0,False,16,44.5935,311.65604424778763,311.65604424778763,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
88,76.99,6,485.037,23.097,6.1,485.037,0,,,,False,17,80.8395,319.8725060240964,319.8725060240964,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
89,47.38,4,198.996,9.476,7.1,198.996,0,,,,False,10,49.749,337.0997149390244,337.0997149390244,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
90,44.86,10,471.03,22.43,8.2,471.03,0,,,,False,19,47.102999999999994,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
91,21.98,7,161.553,7.693,5.1,161.553,0,2021.0,10.0,1.0,False,16,23.079,311.65604424778763,311.65604424778763,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
92,64.36,9,608.202,28.962,8.6,608.202,1,2021.0,12.0,3.0,False,12,67.578,319.8725060240964,319.8725060240964,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
93,89.75,1,94.2375,4.4875,6.6,94.2375,0,2021.0,6.0,2.0,False,20,94.2375,337.0997149390244,337.0997149390244,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
94,97.16,1,102.018,4.858,7.2,102.018,0,2021.0,8.0,3.0,False,20,102.018,311.65604424778763,311.65604424778763,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
95,87.87,10,922.635,43.935,5.1,922.635,1,,,,False,10,92.2635,319.8725060240964,319.8725060240964,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
96,12.45,6,78.435,3.735,4.1,78.435,0,2021.0,9.0,2.0,False,13,13.0725,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
97,52.75,3,166.1625,7.9125,9.3,166.1625,0,,,,False,10,55.387499999999996,311.65604424778763,311.65604424778763,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
98,82.7,6,521.01,24.81,7.4,521.01,1,2021.0,5.0,3.0,False,18,86.835,319.8725060240964,319.8725060240964,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
99,48.71,1,51.1455,2.4355,4.1,51.1455,0,,,,False,19,51.1455,337.0997149390244,337.0997149390244,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
100,78.55,9,742.2975,35.3475,7.2,742.2975,1,2021.0,1.0,3.0,True,13,82.4775,337.0997149390244,337.0997149390244,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
101,23.07,9,218.0115,10.3815,4.9,218.0115,0,2021.0,1.0,2.0,True,11,24.2235,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
102,58.26,6,367.038,17.478,9.9,367.038,0,,,,False,16,61.173,311.65604424778763,311.65604424778763,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
103,30.35,7,223.0725,10.6225,8.0,223.0725,0,,,,False,18,31.8675,319.8725060240964,319.8725060240964,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
104,88.67,10,931.035,44.335,7.3,931.035,1,2021.0,12.0,1.0,False,14,93.1035,311.65604424778763,311.65604424778763,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
105,27.38,6,172.494,8.214,7.9,172.494,0,2021.0,5.0,1.0,True,20,28.749,337.0997149390244,337.0997149390244,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
106,62.13,6,391.419,18.639,7.4,391.419,0,,,,False,20,65.23649999999999,311.65604424778763,311.65604424778763,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
107,33.98,9,321.111,15.291,4.2,321.111,0,,,,False,10,35.679,337.0997149390244,337.0997149390244,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,81.97,10,860.685,40.985,9.2,860.685,1,2021.0,3.0,3.0,False,14,86.0685,337.0997149390244,337.0997149390244,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
109,16.49,2,34.629,1.649,4.6,34.629,0,2021.0,5.0,2.0,True,11,17.3145,319.8725060240964,319.8725060240964,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
110,98.21,3,309.3615,14.7315,7.8,309.3615,0,2021.0,5.0,2.0,True,10,103.12049999999999,337.0997149390244,337.0997149390244,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
111,72.84,7,535.374,25.494,8.4,535.374,1,,,,False,12,76.482,319.8725060240964,319.8725060240964,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
112,58.07,9,548.7615,26.1315,4.3,548.7615,1,,,,False,20,60.973499999999994,311.65604424778763,311.65604424778763,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
113,80.79,9,763.4655,36.3555,9.5,763.4655,1,2021.0,1.0,2.0,True,20,84.8295,337.0997149390244,337.0997149390244,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
114,27.02,3,85.113,4.053,7.1,85.113,0,2021.0,2.0,3.0,False,13,28.371,337.0997149390244,337.0997149390244,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
115,21.94,5,115.185,5.485,5.3,115.185,0,2021.0,5.0,3.0,False,12,23.037,319.8725060240964,319.8725060240964,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
116,51.36,1,53.928,2.568,5.2,53.928,0,,,,False,15,53.928,319.8725060240964,319.8725060240964,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
117,10.96,10,115.08,5.48,6.0,115.08,0,2021.0,2.0,2.0,False,20,11.508,311.65604424778763,311.65604424778763,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
118,53.44,2,112.224,5.344,4.1,112.224,0,,,,False,20,56.112,319.8725060240964,319.8725060240964,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
119,99.56,8,836.304,39.824,5.2,836.304,1,,,,False,17,104.538,311.65604424778763,311.65604424778763,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
120,57.12,7,419.832,19.992,6.5,419.832,0,2021.0,12.0,1.0,False,12,59.976,337.0997149390244,337.0997149390244,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
121,99.96,9,944.622,44.982,4.2,944.622,1,2021.0,9.0,3.0,False,17,104.958,319.8725060240964,319.8725060240964,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
122,63.91,8,536.844,25.564,4.6,536.844,1,,,,False,19,67.1055,337.0997149390244,337.0997149390244,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
123,56.47,8,474.348,22.588,7.3,474.348,0,2021.0,9.0,3.0,False,14,59.2935,319.8725060240964,319.8725060240964,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
124,93.69,7,688.6215,32.7915,4.5,688.6215,1,2021.0,10.0,3.0,True,18,98.3745,311.65604424778763,311.65604424778763,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
125,32.25,5,169.3125,8.0625,9.0,169.3125,0,,,,False,13,33.8625,311.65604424778763,311.65604424778763,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
126,31.73,9,299.8485,14.2785,5.9,299.8485,0,2021.0,8.0,1.0,True,16,33.3165,337.0997149390244,337.0997149390244,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
127,68.54,8,575.736,27.416,8.5,575.736,1,2021.0,8.0,1.0,True,15,71.967,337.0997149390244,337.0997149390244,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
